armenia	georgian_lari
canada	danish_krone
canada	georgian_lari
canada	mongolian_tögrög
peoples_republic_of_china	brazilian_real
peoples_republic_of_china	west_african_cfa_franc
peoples_republic_of_china	canadian_dollar
peoples_republic_of_china	congolese_franc
peoples_republic_of_china	danish_krone
peoples_republic_of_china	japanese_yen
peoples_republic_of_china	mongolian_tögrög
peoples_republic_of_china	philippine_peso
peoples_republic_of_china	soviet_ruble
peoples_republic_of_china	tanzanian_shilling
peoples_republic_of_china	ukrainian_hryvnia
denmark	danish_krone
denmark	latvian_lats
denmark	norwegian_krone
georgia_country	armenian_dram
hong_kong	japanese_yen
hong_kong	macanese_pataca
hong_kong	malaysian_ringgit
hong_kong	philippine_peso
hong_kong	singapore_dollar
indonesia	japanese_yen
indonesia	malaysian_ringgit
indonesia	singapore_dollar
japan	united_states_dollar
japan	brazilian_real
japan	russian_ruble
japan	west_african_cfa_franc
japan	canadian_dollar
japan	danish_krone
japan	hong_kong_dollar
japan	malaysian_ringgit
japan	mongolian_tögrög
japan	australian_dollar
japan	panamanian_balboa
japan	philippine_peso
japan	singapore_dollar
japan	tanzanian_shilling
lithuania	latvian_lats
malaysia	australian_dollar
malaysia	singapore_dollar
norway	danish_krone
norway	pound_sterling
niger	west_african_cfa_franc
nigeria	brazilian_real
nigeria	west_african_cfa_franc
poland	russian_ruble
poland	latvian_lats
poland	ukrainian_hryvnia
russia	afghan_afghani
russia	albanian_lek
russia	armenian_dram
russia	georgian_lari
russia	hungarian_forint
russia	kazakhstani_tenge
russia	latvian_lats
russia	mongolian_tögrög
russia	polish_złoty
russia	ukrainian_hryvnia
switzerland	albanian_lek
senegal	west_african_cfa_franc
singapore	west_african_cfa_franc
singapore	hong_kong_dollar
singapore	malaysian_ringgit
singapore	australian_dollar
singapore	philippine_peso
united_kingdom	united_states_dollar
united_kingdom	canadian_dollar
united_kingdom	danish_krone
united_kingdom	norwegian_krone
united_kingdom	polish_złoty
united_kingdom	panamanian_balboa
united_kingdom	swiss_franc
ukraine	russian_ruble
ukraine	armenian_dram
ukraine	georgian_lari
ukraine	kazakhstani_tenge
united_states_virgin_islands	united_states_dollar
côte_divoire	west_african_cfa_franc
french_polynesia	west_african_cfa_franc
ghana	west_african_cfa_franc
thailand	west_african_cfa_franc
thailand	malaysian_ringgit
thailand	australian_dollar
thailand	philippine_peso
togo	west_african_cfa_franc
germany	brazilian_real
germany	russian_ruble
germany	afghan_afghani
germany	albanian_lek
germany	armenian_dram
germany	canadian_dollar
germany	danish_krone
germany	pound_sterling
germany	georgian_lari
germany	hungarian_forint
germany	kazakhstani_tenge
germany	latvian_lats
germany	macanese_pataca
germany	malaysian_ringgit
germany	norwegian_krone
germany	australian_dollar
germany	polish_złoty
germany	philippine_peso
germany	swiss_franc
germany	tanzanian_shilling
germany	ukrainian_hryvnia
italy	russian_ruble
italy	albanian_lek
italy	armenian_dram
italy	west_african_cfa_franc
italy	danish_krone
italy	pound_sterling
italy	hungarian_forint
italy	iraqi_dinar
italy	kazakhstani_tenge
italy	polish_złoty
italy	swiss_franc
italy	ukrainian_hryvnia
iran	armenian_dram
france	west_african_cfa_franc
france	canadian_dollar
france	congolese_franc
france	danish_krone
france	pound_sterling
france	hungarian_forint
france	kazakhstani_tenge
france	norwegian_krone
france	polish_złoty
france	swiss_franc
dominican_republic	united_states_dollar
republic_of_ireland	united_states_dollar
netherlands	united_states_dollar
netherlands	brazilian_real
netherlands	russian_ruble
netherlands	armenian_dram
netherlands	west_african_cfa_franc
netherlands	canadian_dollar
netherlands	danish_krone
netherlands	pound_sterling
netherlands	hungarian_forint
netherlands	norwegian_krone
netherlands	polish_złoty
netherlands	panamanian_balboa
netherlands	philippine_peso
netherlands	swiss_franc
netherlands	tanzanian_shilling
portugal	west_african_cfa_franc
south_africa	congolese_franc
south_africa	tanzanian_shilling
india	afghan_afghani
india	west_african_cfa_franc
india	iraqi_dinar
india	australian_dollar
india	tanzanian_shilling
kenya	afghan_afghani
kenya	congolese_franc
kenya	tanzanian_shilling
pakistan	afghan_afghani
turkmenistan	afghan_afghani
turkmenistan	armenian_dram
turkmenistan	ukrainian_hryvnia
greece	albanian_lek
belgium	armenian_dram
belgium	west_african_cfa_franc
belgium	congolese_franc
belgium	pound_sterling
austria	armenian_dram
austria	hungarian_forint
austria	swiss_franc
ireland	pound_sterling
zimbabwe	congolese_franc
sweden	danish_krone
sweden	latvian_lats
sweden	norwegian_krone
sweden	panamanian_balboa
mexico	canadian_dollar
czech_republic	polish_złoty
slovakia	hungarian_forint
finland	congolese_franc
finland	latvian_lats
zambia	congolese_franc
saudi_arabia	japanese_yen
syria	iraqi_dinar
guatemala	united_states_dollar
guatemala	colón_currency
honduras	united_states_dollar
honduras	colón_currency
nicaragua	united_states_dollar
nicaragua	colón_currency
estonia	latvian_lats
romania	hungarian_forint
romania	kazakhstani_tenge
united_arab_emirates	tanzanian_shilling
jordan	iraqi_dinar
luxembourg	mongolian_tögrög
algeria	west_african_cfa_franc
algeria	canadian_dollar
costa_rica	panamanian_balboa
republic_of_china	philippine_peso
democratic_republic_of_afghanistan	soviet_ruble
